name,symbol,circulating-supply,market-cap,24h-price-change,7d-price-change,price,volume
Wrapped Celo,WCELO,0 WCELO,--,6.97%,25.95%,$2.00 ,"$29,009 14,516 WCELO"
Mute,MUTE,--,--,9.09%,37.34%,$0.18 ,"$28,936 161,757 MUTE"
Nio tokenized stock FTX,NIO,--,--,1.61%,1.50%,$45.95 ,"$28,881 nio629"
DCTDAO,DCTD,0 DCTD,--,2.61%,34.04%,$0.22 ,"$28,471 128,539 DCTD"
FOCV,FOCV,0 FOCV,--,23.57%,14.32%,$0.01 ,"$28,611 3,160,989 FOCV"
Koduro,KODURO,0 KODURO,--,59.23%,66.73%,<$0.00000001,"$28,585 25,514,379,898,576 KODURO"
Promotion Coin,PC,--,--,3.49%,3.15%,$0.00 ,"$28,552 382,577,271 PC"
SIMBA Storage Token,SST,0 SST,--,7.65%,24.75%,$1.38 ,"$28,440 20,599 SST"
Moonlight Token,MOONLIGHT,0 MOONLIGHT,--,7.83%,30.79%,<$0.00000001,"$28,435 13,815,296,164,321 MOONLIGHT"
Yuang Coin,YUANG,0 YUANG,--,17.28%,45.75%,<$0.00000001,"$28,421 62,504,409,225,001 YUANG"
Kulupu,KLP,0 KLP,--,13.66%,3.21%,$0.15 ,"$28,239 184,878 KLP"
ACDX Exchange Governance Token,ACXT,0 ACXT,--,2.14%,24.43%,$0.18 ,"$28,221 157,459 ACXT"
MEX,MEX,--,--,15.90%,25.25%,$0.00 ,"$28,204 83,545,438 MEX"
A2DAO,ATD,0 ATD,--,7.65%,32.35%,$1.68 ,"$27,879 16,587 ATD"
LEOPARD,LEOPARD,0 LEOPARD,--,2.77%,49.46%,<$0.00000001,"$27,841 5,333,533,892,015,326 LEOPARD"
Nyan Finance,NYAN,0 NYAN,--,4.12%,28.31%,$2.38 ,"$27,841 11,689 NYAN"
Converter.Finance,CON,0 CON,--,2.96%,20.35%,$0.19 ,"$27,713 149,613 CON"
YEARNYFI NETWORK,YNI,0 YNI,--,9.27%,24.37%,$18.71 ,"$27,502 1,470 YNI"
ThingsOperatingSystem,TOS,--,--,13.76%,38.34%,$0.00 ,"$27,473 25,313,525 TOS"
Wrapped Conceal,WCCX,0 WCCX,--,48.45%,11.94%,$0.36 ,"$27,431 75,590 WCCX"
Waivlength,WAIV,0 WAIV,--,29.12%,0.00%,<$0.00000001,"$27,444 16,146,131,525,722 WAIV"
3X Long Midcap Index Token,MIDBULL,--,--,51.20%,76.40%,$112.05 ,"$27,345 244 MIDBULL"
PinkMoon,PINKM,0 PINKM,--,19.48%,41.20%,<$0.00000001,"$27,287 11,212,486,854,052 PINKM"
DeFi Wizard,DWZ,--,--,6.26%,24.03%,$0.74 ,"$27,606 37,196 DWZ"
GOGO.finance,GOGO,0 GOGO,--,5.63%,10.94%,$30.56 ,"$27,305 893 GOGO"
Euler Tools,EULER,0 EULER,--,22.85%,51.20%,$0.02 ,"$27,098 1,375,709 EULER"
REALPAY,RAP,0 RAP,--,3.55%,90.18%,$0.29 ,"$26,843 94,045 RAP"
VersoView,VVT,0 VVT,--,16.48%,44.35%,$0.05 ,"$26,811 531,340 VVT"
Polka Ventures,POLVEN,0 POLVEN,--,0.21%,32.88%,$0.07 ,"$26,752 378,306 POLVEN"
Your Finance Decentralized,YFD,0 YFD,--,9.74%,44.47%,$1.96 ,"$26,648 13,588 YFD"
CEEZEE SAFU,SAFU,0 SAFU,--,20.24%,30.49%,$0.00 ,"$26,483 9,760,177,442 SAFU"
AFEN Blockchain,AFEN,0 AFEN,--,21.91%,52.41%,$0.01 ,"$26,435 2,417,724 AFEN"
Don-key,DON,0 DON,--,13.08%,30.78%,$0.25 ,"$26,335 103,749 DON"
Aqua Pig,AQUAPIG,0 AQUAPIG,--,12.66%,68.92%,<$0.00000001,"$26,190 6,310,776,730,197,590 AQUAPIG"
Safetesla,SAFETESLA,0 SAFETESLA,--,38.70%,46.74%,<$0.00000001,"$26,175 55,712,296,977,205 SAFETESLA"
POP,POP!,--,--,9.63%,39.06%,$0.44 ,"$26,165 59,733 POP!"
SpaceVikings,SVT,0 SVT,--,18.22%,0.00%,<$0.00000001,"$26,144 26,313,015,209,690 SVT"
Polybius,PLBT,--,--,1.95%,45.30%,$4.01 ,"$26,006 6,480 PLBT"
Ziktalk,ZIK,0 ZIK,--,0.15%,1.14%,$0.00 ,"$25,906 21,316,741 ZIK"
Dick,DICK,--,--,22.38%,46.70%,<$0.00000001,"$25,874 19,513,726,770,733 DICK"
BotOcean,BOTS,0 BOTS,--,16.48%,38.14%,$0.03 ,"$25,886 793,126 BOTS"
bDollar Share,SBDO,--,--,6.28%,19.00%,$78.46 ,"$25,773 328 SBDO"
CyberFM,CYFM,--,--,1.21%,0.31%,$0.00 ,"$25,675 8,018,140,434 CYFM"
Erotica,EROTICA,0 EROTICA,--,12.51%,33.32%,<$0.00000001,"$25,499 20,214,842,756,766 EROTICA"
Moonpad,MPAD,0 MPAD,--,21.66%,45.33%,$0.00 ,"$25,345 8,558,357 MPAD"
Bidcommerce,BIDCOM,0 BIDCOM,--,39.27%,42.44%,<$0.00000001,"$25,281 6,471,142,816,401 BIDCOM"
D Community,DILI,--,--,13.42%,15.34%,$0.00 ,"$25,193 44,527,275 DILI"
TideBit Token,TBT,0 TBT,--,1.52%,8.97%,$0.29 ,"$25,081 86,573 TBT"
GALAXY NETWORK,GNC,--,--,12.81%,22.62%,$0.01 ,"$24,998 1,781,388 GNC"
renZEC,RENZEC,0 RENZEC,--,15.47%,27.36%,$101.63 ,"$24,989 246 RENZEC"
3X Short Cosmos Token,ATOMBEAR,--,--,14.96%,79.68%,$0.00 ,"$24,744 565,952,494 ATOMBEAR"
TokenAsset,NTB,0 NTB,--,3.87%,19.83%,$0.14 ,"$24,628 171,861 NTB"
Gbrick,GBX,0 GBX,--,4.61%,20.30%,$0.00 ,"$24,304 5,498,780 GBX"
Neeva Defi,NVA,--,--,15.41%,28.25%,$2.75 ,"$24,307 8,833 NVA"
Interest Bearing ETH,ibETH,--,--,9.13%,30.83%,"$1,968.75 ","$24,194 12 IBETH"
Rune,RUNE,--,--,11.86%,39.07%,$38.39 ,"$24,173 630 RUNE"
Green Shiba Inu (new),GINUX,0 GINUX,--,29.44%,37.95%,$0.00 ,"$24,148 3,038,824,201 GINUX"
Easticoin,ESTI,0 ESTI,--,1.06%,4.39%,$0.01 ,"$24,148 2,457,486 ESTI"
moonwolf.io,WOLF,0 WOLF,--,12.31%,37.82%,$0.00 ,"$24,067 3,588,265,203 WOLF"
Ramifi Protocol,RAM,--,--,6.17%,40.08%,$0.04 ,"$24,065 599,331 RAM"
Dymmax,DMX,0 DMX,--,3.19%,8.96%,$1.43 ,"$24,055 16,867 DMX"
PieDAO DEFI Large Cap,DEFI+L,0 DEFI+L,--,10.29%,31.89%,$2.73 ,"$24,097 8,816 DEFI+L"
Chumhum,CHUM,0 CHUM,--,15.27%,33.27%,$0.02 ,"$23,816 958,820 CHUM"
BongWeedCoin,BWC,0 BWC,--,13.42%,60.11%,<$0.00000001,"$23,788 29,343,510,969,876 BWC"
ZUZ Protocol,ZUZ,0 ZUZ,--,0.61%,29.09%,$2.69 ,"$25,460 9,456 ZUZ"
BlockSwap Network,CBSN,0 CBSN,--,10.28%,45.78%,$0.00 ,"$23,788 5,490,751 CBSN"
PlayDapp,PLA,0 PLA,--,22.25%,42.75%,$0.11 ,"$23,749 208,939 PLA"
EtherBone,ETHBN,0 ETHBN,--,5.47%,25.97%,$0.00 ,"$23,805 21,557,870 ETHBN"
ButterSwap,BUTTER,0 BUTTER,--,--,0.00%,$0.01 ,"$23,726 2,188,092 BUTTER"
ETHERLAND,ELAND,0 ELAND,--,8.58%,36.85%,$0.01 ,"$23,783 1,651,108 ELAND"
CryptoKek,KEK,0 KEK,--,13.84%,33.50%,$0.03 ,"$23,661 722,594 KEK"
Mantis,MNTIS,0 MNTIS,--,3.54%,20.63%,$0.42 ,"$23,457 56,030 MNTIS"
gAsp,GASP,0 GASP,--,6.86%,29.53%,$0.32 ,"$23,506 74,634 GASP"
Pube finance,PUBE,0 PUBE,--,1.98%,26.02%,<$0.00000001,"$22,390 204,322,801,858,186 PUBE"
ExchangeCoin,EXCC,0 EXCC,--,1.96%,29.38%,$0.03 ,"$23,486 849,375 EXCC"
Snoop Doge,SNOGE,0 SNOGE,--,13.02%,52.25%,$0.05 ,"$23,406 496,256 SNOGE"
Zurcoin,ZUR,0 ZUR,--,17.29%,36.40%,$0.01 ,"$23,414 2,820,646 ZUR"
Dynamic Set Dollar,DSD,--,--,1.39%,6.49%,$0.02 ,"$23,303 1,116,441 DSD"
Uhive,HVE2,0 HVE2,--,13.04%,6.22%,$0.00 ,"$23,148 11,212,537 HVE2"
USDP Stablecoin,USDP,0 USDP,--,3.44%,1.94%,$0.97 ,"$24,178 24,975 USDP"
BlackPool,BPT,0 BPT,--,18.29%,49.77%,$1.79 ,"$22,686 12,653 BPT"
UniDex,UNIDX,0 UNIDX,--,7.99%,30.22%,$0.69 ,"$22,651 32,754 UNIDX"
MoonToken,MOONTOKEN,0 MOONTOKEN,--,10.27%,26.38%,<$0.00000001,"$22,557 3,527,383,477,796 MOONTOKEN"
NFTTONE,TONE,0 TONE,--,26.51%,60.51%,<$0.00000001,"$22,435 25,384,568,131,568 TONE"
APWine Finance,APW,0 APW,--,8.50%,37.54%,$1.07 ,"$26,166 24,573 APW"
Jomon Shiba,JSHIBA,0 JSHIBA,--,6.85%,27.66%,<$0.00000001,"$22,403 591,431,234,293,031 JSHIBA"
SpaceCorgi,SCORGI,0 SCORGI,--,26.55%,57.32%,<$0.00000001,"$22,095 8,877,626,414,578 SCORGI"
ERTH Token,ERTH,0 ERTH,--,16.29%,12.82%,<$0.00000001,"$22,040 18,099,657,041,052 ERTH"
Elastic Governance,EGT,--,--,0.75%,23.09%,$133.25 ,"$21,932 165 EGT"
PooCoin,POOCOIN,0 POOCOIN,--,20.17%,43.29%,$2.39 ,"$21,905 9,153 POOCOIN"
RFOX Finance,VFOX,0 VFOX,--,22.42%,31.44%,$0.41 ,"$21,832 53,789 VFOX"
Micro Bitcoin Finance,MBTC,0 MBTC,--,11.95%,58.71%,$15.24 ,"$21,816 1,431 MBTC"
WenMoon,WENMOON,0 WENMOON,--,41.70%,56.77%,$0.00 ,"$21,681 11,386,486,117 WENMOON"
FRMx Token,FRMX,--,--,21.16%,46.48%,"$2,779.46 ","$21,700 8 FRMX"
12Ships,TSHP,0 TSHP,--,8.24%,54.39%,$0.00 ,"$21,562 13,021,821 TSHP"
Tacoswap,TACO,--,--,10.36%,20.57%,$0.01 ,"$21,527 3,377,024 TACO"
3X Short Sushi Token,SUSHIBEAR,--,--,4.17%,60.47%,$0.00 ,"$21,454 15,546,037,681 SUSHIBEAR"
SymVerse,SYM,0 SYM,--,3.81%,24.77%,$0.03 ,"$21,422 617,374 SYM"
Vectorspace AI,VXV,--,--,7.16%,36.50%,$0.83 ,"$21,404 25,698 VXV"
Moon Nation Game,MNG,0 MNG,--,22.81%,0.00%,$0.00 ,"$21,321 13,339,729 MNG"
Carrot,CRT,--,--,17.62%,28.64%,$0.13 ,"$21,308 169,526 CRT"
Elon Sperm,SPERM,0 SPERM,--,22.39%,49.33%,$0.00 ,"$21,230 6,050,751,971 SPERM"
Cavapoo,CAVA,0 CAVA,--,6.85%,0.00%,<$0.00000001,"$21,209 26,659,046,135,994 CAVA"
Mazzuma,MAZ,0 MAZ,--,3.68%,18.81%,$0.50 ,"$21,192 42,802 MAZ"
BitBlocks Finance,BBKFI,--,--,12.74%,22.80%,$0.07 ,"$21,112 302,527 BBKFI"
Maya Preferred,MAYP,--,--,40.71%,49.69%,"$23,718.72 ","$21,115 1 MAYP"
Cryptoindex.com 100,CIX100,--,--,10.27%,23.75%,$0.21 ,"$21,086 101,285 CIX100"
AnonymousBSC,ANON,0 ANON,--,14.09%,45.94%,$0.00 ,"$21,058 643,841,591 ANON"
upBNB,UPBNB,0 UPBNB,--,96.55%,98.41%,$0.02 ,"$21,049 1,363,532 UPBNB"
Butter TOken,BUTTER,0 BUTTER,--,7.98%,42.18%,$0.00 ,"$20,986 29,118,960,184 BUTTER"
Future1coin,F1C,--,--,29.66%,5.99%,$0.00 ,"$20,996 25,824,419 F1C"
Hanzo Inu,HNZO,0 HNZO,--,8.19%,50.19%,$0.00 ,"$20,771 692,291,650,029 HNZO"
YMAX,YMAX,--,--,10.56%,27.72%,$10.21 ,"$20,531 2,011 YMAX"
Cold Koala,COLDKOALA,--,--,--,0.00%,$0 ,"$20,743 -"
Ourglass,GLASS,0 GLASS,--,99.99%,24.82%,<$0.00000001,"$20,614 8,829,288,847,282 GLASS"
Fluity USD,FLUSD,0 FLUSD,--,0.97%,0.36%,$1.04 ,"$20,349 19,483 FLUSD"
Defi Shopping Stake,DSS,0 DSS,--,3.75%,40.84%,$0.01 ,"$20,315 2,605,333 DSS"
Williecoin,WILLIE,0 WILLIE,--,41.90%,66.37%,<$0.00000001,"$20,235 36,747,116,150,964 WILLIE"
Stater,STR,--,--,9.61%,47.57%,$0.05 ,"$20,245 374,954 STR"
Terra SDT,SDT,--,--,0.16%,3.84%,$1.42 ,"$20,141 14,178 SDT"
E-coin Finance,ECOIN,0 ECOIN,--,16.98%,51.44%,<$0.00000001,"$20,113 6,480,938,046,284 ECOIN"
Moonshield,MSHLD,0 MSHLD,--,25.62%,57.92%,<$0.00000001,"$19,998 34,268,317,434,292 MSHLD"
1X Short Ethereum Token,ETHHEDGE,0 ETHHEDGE,--,0.21%,28.65%,$41.20 ,"$19,947 484 ETHHEDGE"
Phuture,PHTR,0 PHTR,--,7.83%,19.54%,$0.13 ,"$19,779 157,418 PHTR"
Degen Protocol,DGN,0 DGN,--,24.41%,38.69%,$0.82 ,"$19,593 23,864 DGN"
MERCI,MERCI,0 MERCI,--,1.00%,1.02%,$0.00 ,"$19,468 67,548,605 MERCI"
GolderGames,GLDR,0 GLDR,--,5.80%,35.79%,$0.01 ,"$19,463 2,900,363 GLDR"
XBN Community Token,XBC,0 XBC,--,37.10%,49.44%,<$0.00000001,"$19,361 48,650,912,798,970 XBC"
QChi Chain,QHC,--,--,10.14%,5.63%,$0.01 ,"$19,353 2,864,697 QHC"
ROPE Token,ROPE,0 ROPE,--,13.36%,36.57%,$0.26 ,"$18,978 72,942 ROPE"
Hungry Bear,HUNGRY,--,--,32.65%,72.14%,<$0.00000001,"$18,889 12,136,907,315,760 HUNGRY"
Peet DeFi [new],PTE,--,--,10.38%,0.00%,$0.39 ,"$18,660 47,543 PTE"
RougeCoin,XRGE,0 XRGE,--,2.80%,21.42%,$0.00 ,"$18,193 367,934,237 XRGE"
Dogz,DOGZ,0 DOGZ,--,25.85%,27.97%,$0.00 ,"$18,617 288,250,175 DOGZ"
SpacePenguin,PNGN,0 PNGN,--,2.89%,26.21%,<$0.00000001,"$18,601 9,822,880,073,149 PNGN"
Eight Hours,EHRT,0 EHRT,--,7.11%,47.97%,$0.00 ,"$848 13,035,353 EHRT"
Chintai,CHEX,0 CHEX,--,22.51%,44.20%,$0.02 ,"$18,602 875,704 CHEX"
GSPI Shopping.io Governance,GSPI,0 GSPI,--,8.51%,37.98%,$4.78 ,"$18,547 3,877 GSPI"
Daikicoin,DIC,0 DIC,--,29.66%,41.35%,$0.12 ,"$18,553 153,548 DIC"
Potentiam,PTM,0 PTM,--,5.51%,24.07%,$0.01 ,"$18,487 1,474,418 PTM"
snglsDAO,SGT,0 SGT,--,41.85%,9.97%,$0.00 ,"$18,422 80,652,798 SGT"
Corgi inu,CORGI,0 CORGI,--,21.97%,80.67%,$0.00 ,"$18,364 398,459,081,348 CORGI"
MiniSwap,MINI,0 MINI,--,21.60%,21.61%,$0.03 ,"$18,169 669,568 MINI"
Holder Swap,HFS,0 HFS,--,5.60%,32.47%,$2.14 ,"$18,202 8,509 HFS"
Toshimon,TOSHI,0 TOSHI,--,2.72%,27.52%,$17.40 ,"$18,151 1,043 TOSHI"
DefiDollar,DUSD,0 DUSD,--,5.23%,5.43%,$1.06 ,"$19,483 18,305 DUSD"
Prophecy,PRY,0 PRY,--,10.07%,33.19%,$0.03 ,"$17,943 527,423 PRY"
Coco Swap,COCO,0 COCO,--,8.87%,25.88%,$0.00 ,"$17,801 42,177,832 COCO"
SatisFinance Token,xSAT,0 xSAT,--,6.98%,78.87%,$0.50 ,"$17,693 35,487 XSAT"
Solomon Defi,SLM,0 SLM,--,14.73%,38.40%,$0.04 ,"$17,646 479,011 SLM"
LYFE,LYFE,0 LYFE,--,12.43%,26.34%,$0.04 ,"$17,629 476,206 LYFE"
Charix,CHARIX TOKEN,0 CHARIX TOKEN,--,57.66%,68.14%,<$0.00000001,"$17,601 2,619,149,432,861,608 CHARIX TOKEN"
Relevant,REL,--,--,5.37%,18.46%,$0.88 ,"$17,596 19,990 REL"
Donnie Finance,DON,0 DON,--,25.65%,42.10%,$0.44 ,"$17,095 38,830 DON"
DEVA TOKEN,DEVA,0 DEVA,--,0.05%,0.02%,$2.00 ,"$17,453 8,718 DEVA"
Goldcoin,GLC,0 GLC,--,4.97%,15.91%,$0.14 ,"$18,051 131,400 GLC"
1x Short Bitcoin Token,HEDGE,0 HEDGE,--,1.08%,23.72%,$164.77 ,"$18,206 110 HEDGE"
NFTD Protocol,NFTD,0 NFTD,--,19.67%,20.64%,$1.59 ,"$17,342 10,924 NFTD"
HRDCOIN,HRD,0 HRD,--,5.69%,143.61%,$0.02 ,"$17,806 1,046,663 HRD"
Papa Shiba,PHIBA,--,--,8.39%,48.12%,$0.00 ,"$17,266 3,921,260,107 PHIBA"
Restore,REST,0 REST,--,14.58%,72.52%,$0.00 ,"$18,639 24,215,254 REST"
Warrior Token,WAR,0 WAR,--,16.67%,36.26%,$0.03 ,"$17,262 583,554 WAR"
HebeBlock,HEBE,--,--,0.32%,4.25%,$0.01 ,"$17,115 2,168,733 HEBE"
1x Long Bitcoin Implied Volatility Token,BVOL,--,--,6.86%,5.96%,"$1,018.77 ","$17,086 17 BVOL"
Xpool,XPO,0 XPO,--,17.77%,98.05%,$0.00 ,"$17,076 13,127,956 XPO"
Sensible.Finance,SENSI,0 SENSI,--,15.27%,24.23%,$0.00 ,"$16,959 916,515,051,566 SENSI"
Ternio-ERC20,TERN,--,--,29.24%,0.16%,$6.64 ,"$16,958 2,554 TERN"
Delta,DELTA,0 DELTA,--,6.93%,28.31%,$2.23 ,"$16,930 7,586 DELTA"
Gorilla Diamond,GDT,0 GDT,--,22.14%,21.19%,$0.00 ,"$16,916 609,590,560,802 GDT"
Chubby Inu,CHINU,0 CHINU,--,18.33%,52.16%,$0.00 ,"$16,889 1,146,357,018,269 CHINU"
PayPal tokenized stock FTX,PYPL,--,--,0.16%,2.95%,$283.30 ,"$16,755 59 PYPL"
Mark Goat,MARKGOAT,0 MARKGOAT,--,22.07%,0.00%,<$0.00000001,"$16,682 6,248,101,378,831,460 MARKGOAT"
Total Crypto Market Cap Token,TCAP,0 TCAP,--,5.73%,17.41%,$167.69 ,"$16,590 99 TCAP"
Ludena Protocol,LDN,0 LDN,--,2.98%,14.73%,$0.42 ,"$16,562 39,840 LDN"
MoneySwap,MSWAP,0 MSWAP,--,15.57%,28.45%,$0.00 ,"$16,350 8,968,674 MSWAP"
BlossomCoin,BLOSM,0 BLOSM,--,14.02%,68.60%,<$0.00000001,"$16,443 11,238,296,702,739 BLOSM"
NEXT,NET,--,--,16.08%,81.43%,$0.00 ,"$16,380 7,043,987 NET"
Mars Ecosystem Token,XMS,0 XMS,--,14.46%,0.00%,$0.07 ,"$16,218 233,124 XMS"
ZABAKU INU,ZABAKU,0 ZABAKU,--,17.96%,65.01%,<$0.00000001,"$16,187 68,078,961,030,618 ZABAKU"
ARK Innovation ETF tokenized stock FTX,ARKK,--,--,0.41%,0.19%,$119.26 ,"$16,026 134 ARKK"
NotSafeMoon,NOTSAFEMOON,0 NOTSAFEMOON,--,16.34%,46.61%,<$0.00000001,"$15,907 9,211,532,068,767 NOTSAFEMOON"
NOA PLAY,NOA,0 NOA,--,7.30%,17.14%,$0.03 ,"$15,854 458,931 NOA"
SafeETH,SAFEETH,0 SAFEETH,--,23.16%,59.49%,<$0.00000001,"$15,785 18,614,054,393,550 SAFEETH"
Kauri,KAU,0 KAU,--,4.67%,12.58%,$0.23 ,"$15,845 67,975 KAU"
ToolApe,TAPE,0 TAPE,--,24.09%,46.14%,$0.02 ,"$15,734 960,185 TAPE"
BNSD Finance,BNSD,--,--,9.86%,26.63%,$0.02 ,"$15,218 884,649 BNSD"
BitDNS,DNS,--,--,8.38%,8.67%,$0.12 ,"$15,662 130,535 DNS"
GaiaDAO,GAIA,0 GAIA,--,--,0.00%,$0.00 ,"$15,623 6,107,278 GAIA"
Phoswap,PHO,0 PHO,--,13.83%,84.79%,$0.05 ,"$15,644 301,219 PHO"
Convex CRV,CVXCRV,--,--,12.95%,36.38%,$1.48 ,"$15,625 10,578 CVXCRV"
Healing Potion,HPPOT,0 HPPOT,--,16.17%,37.79%,<$0.00000001,"$15,578 9,057,198,568,547 HPPOT"
Value Network,VNTW,0 VNTW,--,30.54%,50.27%,$0.28 ,"$15,556 56,075 VNTW"
XCOM,XC,0 XC,--,--,0.00%,$0.02 ,"$15,560 1,025,163 XC"
Verso Token,VSO,0 VSO,--,17.61%,41.58%,$0.04 ,"$15,445 372,522 VSO"
Vision Network,VSN,0 VSN,--,5.15%,7.54%,$0.00 ,"$15,483 11,584,114 VSN"
UME Token,UME,0 UME,--,5.97%,19.27%,$5.30 ,"$15,425 2,913 UME"
Nftfy,NFTFY,0 NFTFY,--,8.71%,32.03%,$0.22 ,"$15,360 70,036 NFTFY"
Aspire,ASP,0 ASP,--,7.49%,31.97%,$0.28 ,"$15,323 54,466 ASP"
Ixinium,XXA,0 XXA,--,11.46%,39.96%,$0.08 ,"$15,365 192,425 XXA"
KP2R.Network,KP2R,--,--,8.21%,32.69%,$0.65 ,"$15,466 23,926 KP2R"
Justdobet,JDB,0 JDB,--,6.11%,27.63%,$0.73 ,"$15,201 20,909 JDB"
Brickchain Finance,BRICK,0 BRICK,--,0.23%,22.46%,$0.00 ,"$15,125 13,746,646 BRICK"
Fashion Coin,FSHN,0 FSHN,--,116.95%,68.66%,$0.00 ,"$15,110 11,462,720,437 FSHN"
TeraBlock,TBC,0 TBC,--,7.15%,28.56%,$0.04 ,"$15,068 404,432 TBC"
Ara Blocks,ARA,0 ARA,--,20.62%,50.79%,$0.01 ,"$15,074 2,900,718 ARA"
Weentar,$WNTR,0 $WNTR,--,2.24%,3.33%,$0.00 ,"$15,058 3,386,737 $WNTR"
The Corgi of PolkaBridge,CORGIB,0 CORGIB,--,23.07%,52.76%,$0.00 ,"$14,932 668,616,286,974 CORGIB"
3X Short Algorand Token,ALGOBEAR,--,--,4.04%,50.08%,$0.00 ,"$14,943 89,557,166,736 ALGOBEAR"
Flux Protocol,FLUX,0 FLUX,--,19.54%,37.95%,$0.70 ,"$14,922 21,423 FLUX"
VNDC,VNDC,--,--,0.43%,1.07%,$0.00 ,"$14,918 346,319,446 VNDC"
SimpleChain,SIMPLE,0 SIMPLE,--,19.66%,36.03%,$0.09 ,"$14,885 172,299 SIMPLE"
Sarcophagus,SARCO,0 SARCO,--,15.72%,44.58%,$0.81 ,"$14,855 18,271 SARCO"
Unique One,RARE,0 RARE,--,25.93%,53.70%,$0.20 ,"$14,853 72,600 RARE"
Dexioprotocol,DEXI,0 DEXI,--,19.31%,54.80%,$0.00 ,"$14,654 1,354,528,460 DEXI"
3X Long Shitcoin Index Token,BULLSHIT,--,--,46.81%,74.44%,$47.50 ,"$14,638 308 BULLSHIT"
JD Coin,JDC,--,--,5.64%,24.11%,$0.09 ,"$14,614 162,899 JDC"
Super CoinView Token,SCV,0 SCV,--,7.05%,27.78%,$0.00 ,"$14,608 15,605,728 SCV"
TruePNL,PNL,0 PNL,--,17.34%,37.31%,$0.03 ,"$14,563 421,081 PNL"
Midas Dollar Share,MDS,--,--,11.22%,24.01%,$103.13 ,"$14,541 141 MDS"
Coalculus,COAL,--,--,1.64%,47.16%,$0.01 ,"$14,516 1,563,717 COAL"
Solarfare,SLF,0 SLF,--,17.30%,43.87%,$0.00 ,"$14,430 13,106,934 SLF"
Vinci,VINCI,--,--,3.09%,20.07%,$4.78 ,"$14,327 2,998 VINCI"
NFTL Token,NFTL,0 NFTL,--,24.52%,0.00%,$0.01 ,"$14,105 2,176,684 NFTL"
BTA Protocol,BTAP,0 BTAP,--,19.38%,35.85%,$0.01 ,"$14,033 1,792,536 BTAP"
Rootkit Finance,ROOT,0 ROOT,--,6.91%,20.58%,"$2,957.00 ","$14,029 5 ROOT"
BNB Diamond,BNBD,0 BNBD,--,15.90%,48.09%,$0.00 ,"$13,939 1,359,702,204,305 BNBD"
LaikaProtocol,LAIKA,0 LAIKA,--,16.71%,61.83%,<$0.00000001,"$13,882 8,001,371,218,036 LAIKA"
PYXIS Network,PYX,--,--,16.94%,41.99%,$0.33 ,"$13,872 41,468 PYX"
Grayscale Bitcoin Trust tokenized stock FTX,GBTC,--,--,2.09%,18.49%,$27.36 ,"$13,780 504 GBTC"
Goal,GOAL,--,--,12.69%,46.65%,$1.19 ,"$13,707 11,531 GOAL"
AMPnet Asset Platform and Exchange,AAPX,0 AAPX,--,12.81%,38.77%,$1.39 ,"$13,622 9,808 AAPX"
Airbnb tokenized stock FTX,ABNB,--,--,1.41%,0.19%,$149.56 ,"$13,596 91 ABNB"
BIXBCOIN,BIXB,0 BIXB,--,0.05%,18.49%,$70.05 ,"$13,587 194 BIXB"
MISO,MISO,0 MISO,--,11.48%,37.84%,$0.02 ,"$13,549 573,623 MISO"
Web Coin Pay,WEC,0 WEC,--,33.36%,0.22%,$0.45 ,"$13,524 30,039 WEC"
intexcoin,INTX,0 INTX,--,8.69%,17.06%,$0.00 ,"$13,553 13,355,439 INTX"
Upfire,UPR,0 UPR,--,66.23%,67.02%,$0.00 ,"$13,444 4,038,096 UPR"
Polywolf,MOON,0 MOON,--,1.96%,1.02%,$1.13 ,"$13,422 11,883 MOON"
Pasta Finance,PASTA,0 PASTA,--,9.56%,27.18%,$0.12 ,"$13,362 115,213 PASTA"
Fire Inu,FINU,0 FINU,--,17.93%,54.58%,<$0.00000001,"$13,218 6,767,204,942,824 FINU"
Full Send,FULLSEND,0 FULLSEND,--,14.33%,46.26%,<$0.00000001,"$13,068 3,627,341,426,321 FULLSEND"
Bankcoin Reserve,BCR,0 BCR,--,4.62%,18.60%,"$6,507.81 ","$13,016 2 BCR"
SatoExchange Token,SATX,0 SATX,--,10.48%,13.43%,$0.00 ,"$12,901 3,123,300 SATX"
TecraCoin,TCR,0 TCR,--,22.75%,37.19%,$0.81 ,"$12,811 15,805 TCR"
Safeicarus,SAFEICARUS,0 SAFEICARUS,--,17.85%,0.00%,<$0.00000001,"$12,719 21,649,801,814,182 SAFEICARUS"
Unslashed Finance,USF,0 USF,--,6.47%,37.67%,$0.59 ,"$12,728 21,720 USF"
SaltSwap Finance,SALT,0 SALT,--,10.93%,26.37%,$0.06 ,"$12,588 222,775 SALT"
Donkey,DONK,0 DONK,--,2.45%,26.56%,$0.04 ,"$12,638 321,607 DONK"
Flits,FLS,--,--,4.61%,20.66%,$0.59 ,"$12,571 21,313 FLS"
X (By SpaceGrime),X,0 X,--,11.55%,50.32%,$122.05 ,"$12,516 103 X"
Chihua Token,CHIMOM,0 CHIMOM,--,44.43%,11.28%,<$0.00000001,"$12,486 19,301,020,076,887 CHIMOM"
Marshmallowdefi,MASH,0 MASH,--,16.44%,53.79%,$0.05 ,"$12,455 248,926 MASH"
Rentible,RNB,0 RNB,--,11.06%,44.63%,$0.49 ,"$12,356 25,469 RNB"
